1 0
  -0.65952   -0.51828    0.54444  100.72190 
   0.70002   -0.68737    0.19365   35.82584 
   0.27387    0.50884    0.81614  150.98546 
   0.00000    0.00000    0.00000    1.00000 
1 1
  -0.35049    0.76079    0.54622  101.05135 
  -0.59553   -0.63117    0.49697   91.93914 
   0.72284   -0.15111    0.67429  124.74301 
   0.00000    0.00000    0.00000    1.00000 
1 2
   0.80309    0.51828    0.29401   54.39110 
  -0.59571    0.68737    0.41552   76.87036 
   0.01326   -0.50884    0.86076  159.24055 
   0.00000    0.00000    0.00000    1.00000 
1 3
   0.59019   -0.76079    0.26996   49.94188 
   0.76968    0.63117    0.09602   17.76386 
  -0.24344    0.15111    0.95807  177.24348 
   0.00000    0.00000    0.00000    1.00000 
2 0
  -0.86956    0.49357   -0.01593   -2.94762 
  -0.41093   -0.70532    0.57764  106.86301 
   0.27387    0.50884    0.81614  150.98546 
   0.00000    0.00000    0.00000    1.00000 
2 1
   0.45807    0.83537   -0.30385  -56.21275 
  -0.51736    0.52851    0.67306  124.51630 
   0.72284   -0.15111    0.67429  124.74301 
   0.00000    0.00000    0.00000    1.00000 
2 2
   0.81472   -0.49357   -0.30433  -56.30028 
   0.57970    0.70532    0.40802   75.48326 
   0.01326   -0.50884    0.86076  159.24055 
   0.00000    0.00000    0.00000    1.00000 
2 3
  -0.54963   -0.83537   -0.00790   -1.46155 
   0.79915   -0.52851    0.28642   52.98689 
  -0.24344    0.15111    0.95807  177.24348 
   0.00000    0.00000    0.00000    1.00000 
3 0
   0.12211    0.82332   -0.55429 -102.54363 
  -0.95398    0.25146    0.16335   30.21913 
   0.27387    0.50884    0.81614  150.98546 
   0.00000    0.00000    0.00000    1.00000 
3 1
   0.63359   -0.24450   -0.73401 -135.79274 
   0.27578    0.95780   -0.08099  -14.98383 
   0.72284   -0.15111    0.67429  124.74301 
   0.00000    0.00000    0.00000    1.00000 
3 2
  -0.29956   -0.82332   -0.48209  -89.18658 
   0.95398   -0.25146   -0.16335  -30.21915 
   0.01326   -0.50884    0.86076  159.24055 
   0.00000    0.00000    0.00000    1.00000 
3 3
  -0.92988    0.24450   -0.27484  -50.84517 
  -0.27578   -0.95780    0.08099   14.98383 
  -0.24344    0.15111    0.95807  177.24348 
   0.00000    0.00000    0.00000    1.00000 
4 0
   0.94503    0.01527   -0.32664  -60.42783 
  -0.17867    0.86073   -0.47668  -88.18656 
   0.27387    0.50884    0.81614  150.98546 
   0.00000    0.00000    0.00000    1.00000 
4 1
  -0.06649   -0.98648   -0.14979  -27.71180 
   0.68780    0.06344   -0.72312 -133.77682 
   0.72284   -0.15111    0.67429  124.74301 
   0.00000    0.00000    0.00000    1.00000 
4 2
  -0.99986   -0.01527    0.00638    1.17995 
   0.00990   -0.86073   -0.50897  -94.15971 
   0.01326   -0.50884    0.86076  159.24055 
   0.00000    0.00000    0.00000    1.00000 
4 3
  -0.02507    0.98648   -0.16196  -29.96249 
  -0.96959   -0.06344   -0.23636  -43.72637 
  -0.24344    0.15111    0.95807  177.24348 
   0.00000    0.00000    0.00000    1.00000 
5 0
   0.46195   -0.81388    0.35242   65.19718 
   0.84356    0.28050   -0.45795  -84.72142 
   0.27387    0.50884    0.81614  150.98546 
   0.00000    0.00000    0.00000    1.00000 
5 1
  -0.67469   -0.36518    0.64144  118.66590 
   0.14931   -0.91859   -0.36592  -67.69480 
   0.72284   -0.15111    0.67429  124.74301 
   0.00000    0.00000    0.00000    1.00000 
5 2
  -0.31839    0.81388    0.48603   89.91582 
  -0.94787   -0.28050   -0.15122  -27.97478 
   0.01326   -0.50884    0.86076  159.24055 
   0.00000    0.00000    0.00000    1.00000 
5 3
   0.91439    0.36518    0.17474   32.32733 
  -0.32346    0.91859   -0.22707  -42.00822 
  -0.24344    0.15111    0.95807  177.24348 
   0.00000    0.00000    0.00000    1.00000 
6 0
   0.12510    0.96135    0.24527   45.37513 
  -0.41704   -0.17336    0.89220  165.05693 
   0.90024   -0.21390    0.37924   70.15917 
   0.00000    0.00000    0.00000    1.00000 
6 1
   0.99289   -0.11775   -0.01763   -3.26193 
   0.08188    0.56772    0.81914  151.54070 
  -0.08645   -0.81476    0.57332  106.06498 
   0.00000    0.00000    0.00000    1.00000 
6 2
  -0.03637   -0.96135    0.27292   50.48997 
   0.69012    0.17336    0.70262  129.98557 
  -0.72278    0.21390    0.65714  121.57103 
   0.00000    0.00000    0.00000    1.00000 
6 3
  -0.84474    0.11775    0.52206   96.58087 
   0.37406   -0.56772    0.73333  135.66553 
   0.38274    0.81476    0.43553   80.57296 
   0.00000    0.00000    0.00000    1.00000 
7 0
